predicted_serotype,tip,is_cbl,is_novel_serogroup,is_novel_energy,tool,predicted_serogroup,GPSC,final_serotype_prediction,final_serogroup_prediction,Name,Genogroup,SeroBA_Unknown,SeroBA_Type
1,SAMEA104035123,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035124,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035126,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035131,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035132,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035151,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035152,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035156,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035160,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035163,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035168,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035169,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035173,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035184,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035185,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035187,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035189,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035194,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035196,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035197,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035202,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035215,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035255,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035259,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035261,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035270,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035271,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035272,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035273,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035285,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035292,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035298,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035301,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035302,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035310,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254561,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254571,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254573,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254580,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254582,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254604,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254627,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254632,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254638,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254641,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254643,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254646,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254647,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254654,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254658,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10254661,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035444,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035538,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035556,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035580,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035619,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035655,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035690,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035697,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035706,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035714,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035718,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035724,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035731,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035748,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035754,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035759,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035763,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035777,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035787,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035796,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035812,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035817,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035822,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035823,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035838,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035840,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035842,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035868,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035871,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035872,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035874,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035876,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035882,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035902,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035907,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035909,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035913,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035918,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035956,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104035958,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104035971,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104038565,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104038583,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104038602,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104038604,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA1033660,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033691,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033693,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033708,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033743,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033782,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033802,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033819,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033826,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033872,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033888,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033901,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033913,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033914,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033937,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033939,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA1033979,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154923,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154932,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154933,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154935,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154942,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154944,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154947,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154948,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154949,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154950,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154951,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154952,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154955,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154957,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154984,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104154986,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154987,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154991,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154992,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154993,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104154995,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104154998,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155002,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155003,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155005,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155006,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155008,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155013,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104155039,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155041,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155051,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155052,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155062,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155063,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155064,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155092,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155094,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155128,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155129,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA104155133,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104155135,TRUE,FALSE,FALSE,ALLCAPS,1,31,1,1,1,1,1,ref
1,SAMEA10427039,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10427115,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10427120,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10427368,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10427585,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10427606,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10427652,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA10427898,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355574,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355599,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355601,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355603,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355606,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355627,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355646,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355657,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355660,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355670,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355673,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355688,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355730,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355743,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355765,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355767,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355780,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355783,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355790,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355794,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355823,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355850,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355851,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355870,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355874,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355883,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355884,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355897,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
1,SAMEA104355899,TRUE,FALSE,FALSE,ALLCAPS,1,2,1,1,1,1,1,ref
