Serotype,TP,FP,FN,TN,Total,sensitivity,specificity,precision,accuracy,f1,weighted_f1,k
15F,2,454,1,4768,3,0.6666666666666666,0.9130601302183071,0.0043859649122807015,0.9129186602870814,0.008714596949891067,0.06746031746031746,1
16F,104,425,1,4713,105,0.9904761904761905,0.9172829894900739,0.19659735349716445,0.9187488079343887,0.32807570977917977,0.8003621548211861,1
17A,0,459,0,4893,0,0,0.9142376681614349,0,0.9142376681614349,0,0,1
17F,85,424,0,4603,85,1,0.9156554605132285,0.16699410609037327,0.917057902973396,0.28619528619528617,0.7731407169609417,1
18A,15,399,0,4734,15,1,0.9222676797194623,0.036231884057971016,0.9224941724941725,0.06993006993006994,0.389908256880734,1
18B,0,418,1,4778,1,0,0.9195535026943803,0,0.9193765634019627,0,0,1
18C,50,385,6,4656,56,0.8928571428571429,0.9236262646300337,0.11494252873563218,0.9232882087502452,0.20366598778004072,0.6386175807663411,1
18F,3,479,0,4827,3,1,0.9097248398039954,0.006224066390041493,0.9097758523262385,0.012371134020618556,0.09622641509433962,1
19A,283,421,5,4542,288,0.9826388888888888,0.91517227483377,0.40198863636363635,0.918872595696058,0.5705645161290323,0.9056852409638554,1
19B,8,449,0,4721,8,1,0.9131528046421663,0.0175054704595186,0.9132869833912708,0.034408602150537634,0.23247863247863249,1
19F,261,441,6,4566,267,0.9775280898876404,0.9119233073696824,0.3717948717948718,0.9152445961319682,0.5386996904024768,0.8920386007237636,1
2,12,426,0,4887,12,1,0.919819311123659,0.0273972602739726,0.92,0.05333333333333332,0.32380952380952377,1
20,3,475,2,4826,5,0.6,0.910394265232975,0.006276150627615063,0.9101017715793441,0.012422360248447204,0.0913978494623656,1
20A,5,418,8,4777,13,0.38461538461538464,0.9195380173243504,0.01182033096926714,0.9182027649769585,0.02293577981651376,0.13470681458003167,1
20B,35,433,3,4831,38,0.9210526315789473,0.9177431610942249,0.07478632478632478,0.9177668804224821,0.1383399209486166,0.5529739776951673,1
20C,0,474,0,4736,0,0,0.909021113243762,0,0.909021113243762,0,0,1
21,46,459,1,4811,47,0.9787234042553191,0.9129032258064517,0.09108910891089109,0.9134850479593756,0.16666666666666666,0.6221161495624503,1
22A,4,461,0,4761,4,1,0.9117196476445806,0.008602150537634409,0.911787217757367,0.017057569296375266,0.1285444234404537,1
22F,241,482,2,4521,243,0.9917695473251029,0.90365780531681,0.3333333333333333,0.9077392298894396,0.49896480331262943,0.8885274343960096,1
23A,60,421,2,4715,62,0.967741935483871,0.9180295950155763,0.12474012474012475,0.9186225471335129,0.22099447513812157,0.6924643584521385,1
23B,91,409,2,4617,93,0.978494623655914,0.9186231595702348,0.182,0.9197108810314515,0.3069139966273187,0.7781690140845071,1
23F,136,423,4,4684,140,0.9714285714285714,0.9171725083219111,0.24329159212880144,0.9186201639031828,0.3891273247496424,0.8260092890317972,1
24,0,451,0,4849,0,0,0.9149056603773585,0,0.9149056603773585,0,0,1
24A,2,448,1,4704,3,0.6666666666666666,0.9130434782608695,0.0044444444444444444,0.9129000969932105,0.008830022075055188,0.06827309236947791,1
24F,61,475,0,4704,61,1,0.9082834524039389,0.11380597014925373,0.9093511450381679,0.20435510887772193,0.6858465608465608,1
25A,1,498,0,4883,1,1,0.9074521464411819,0.002004008016032064,0.907469342251951,0.004,0.033009708737864074,1
25F,10,418,0,4826,10,1,0.9202898550724637,0.02336448598130841,0.9204415683288922,0.045662100456621,0.2891156462585034,1
27,6,466,0,4813,6,1,0.9117257056260656,0.012711864406779662,0.9118259224219489,0.025104602510460254,0.1795774647887324,1
28A,4,446,2,4794,6,0.6666666666666666,0.9148854961832061,0.008888888888888889,0.9146016012199771,0.01754385964912281,0.12454212454212454,1
28F,7,442,0,4729,7,1,0.9145233030361632,0.015590200445434299,0.9146388567014291,0.030701754385964914,0.21212121212121213,1
29,7,422,0,4903,7,1,0.9207511737089202,0.016317016317016316,0.9208552138034508,0.03211009174311926,0.21996303142329018,1
3,253,473,0,4519,253,1,0.9052483974358975,0.3484848484848485,0.9098188751191612,0.5168539325842696,0.9009216589861752,1
31,30,463,1,4738,31,0.967741935483871,0.9109786579503941,0.060851926977687626,0.9113149847094801,0.11450381679389313,0.5156723963599595,1
32,0,413,0,4682,0,0,0.9189401373895977,0,0.9189401373895977,0,0,1
32F,0,457,0,4799,0,0,0.9130517503805176,0,0.9130517503805176,0,0,1
33,0,411,0,4774,0,0,0.9207328833172613,0,0.9207328833172613,0,0,1
33A,0,455,0,4744,0,0,0.9124831698403539,0,0.9124831698403539,0,0,1
33A-33F,0,474,0,4793,0,0,0.9100056958420353,0,0.9100056958420353,0,0,1
33B,7,474,0,4781,7,1,0.9098001902949572,0.014553014553014554,0.9099201824401368,0.028688524590163935,0.20067453625632378,1
33C,0,494,0,4768,0,0,0.9061193462561764,0,0.9061193462561764,0,0,1
33D,13,491,0,4717,13,1,0.9057219662058372,0.025793650793650792,0.9059567132733193,0.05029013539651838,0.3103932584269663,1
33E,0,431,0,4837,0,0,0.9181852695520122,0,0.9181852695520122,0,0,1
33F,92,464,3,4706,95,0.968421052631579,0.9102514506769825,0.16546762589928057,0.911301044634378,0.282642089093702,0.7533718689788054,1
33G,0,464,0,4788,0,0,0.9116527037319117,0,0.9116527037319117,0,0,1
34,58,470,2,4736,60,0.9666666666666667,0.9097195543603535,0.10984848484848485,0.9103684010634258,0.19727891156462588,0.6626344086021506,1
35A,12,452,0,4711,12,1,0.9124539996126283,0.02586206896551724,0.9126570048309178,0.050420168067226885,0.31097560975609756,1
35B,87,471,12,4775,99,0.8787878787878788,0.910217308425467,0.15591397849462366,0.9096351730589336,0.2648401826484018,0.6904761904761905,1
35B-35D,0,528,0,4717,0,0,0.8993326978074356,0,0.8993326978074356,0,0,1
35C,0,419,0,4850,0,0,0.9204782691212754,0,0.9204782691212754,0,0,1
35D,3,507,2,4795,5,0.6,0.9043757072802716,0.0058823529411764705,0.9040889391369888,0.011650485436893204,0.08644067796610169,1
35F,35,425,0,4836,35,1,0.9192168789203573,0.07608695652173914,0.9197507552870091,0.1414141414141414,0.5833333333333334,1
36,2,487,0,4783,2,1,0.9075901328273245,0.00408997955010225,0.9076251896813353,0.00814663951120163,0.0652591170825336,1
37,2,438,1,4867,3,0.6666666666666666,0.9174363807728558,0.004545454545454545,0.9172946495855313,0.009029345372460496,0.06967213114754098,1
38,61,455,0,4724,61,1,0.9121452017764047,0.1182170542635659,0.9131679389312977,0.21143847487001732,0.6950402144772119,1
39,3,453,0,4747,3,1,0.9128846153846154,0.006578947368421052,0.9129348452815683,0.013071895424836602,0.10119047619047619,1
39X,0,466,0,4741,0,0,0.9105050893028616,0,0.9105050893028616,0,0,1
4,106,439,0,4837,106,1,0.9167930250189538,0.1944954128440367,0.9184318097361576,0.3256528417818741,0.8041053101294064,1
40,4,448,0,4730,4,1,0.9134801081498648,0.008849557522123894,0.9135468930914705,0.017543859649122806,0.13178294573643412,1
41F,0,438,0,4848,0,0,0.9171396140749148,0,0.9171396140749148,0,0,1
42,0,435,0,4719,0,0,0.9155995343422585,0,0.9155995343422585,0,0,1
45,4,440,0,4629,4,1,0.913197869402249,0.009009009009009009,0.9132663118470333,0.01785714285714286,0.13385826771653542,1
46,7,491,1,4783,8,0.875,0.9069017823284035,0.014056224899598393,0.9068534645967437,0.027667984189723323,0.1900958466453674,1
48,2,511,0,4864,2,1,0.9049302325581395,0.003898635477582846,0.9049655941975079,0.007766990291262135,0.06238532110091743,1
5,121,499,0,4615,121,1,0.902424716464607,0.19516129032258064,0.9046800382043935,0.32658569500674767,0.8047730829420969,1
6A,146,454,15,4749,161,0.906832298136646,0.9127426484720353,0.24333333333333335,0.912565249813572,0.3837056504599212,0.7814861460957181,1
6B,138,406,65,4669,203,0.6798029556650246,0.92,0.2536764705882353,0.9107616521409625,0.36947791164658633,0.6186708860759492,1
6C,77,432,2,4725,79,0.9746835443037974,0.9162303664921466,0.1512770137524558,0.9171122994652406,0.2619047619047619,0.7382966723068246,1
6D,3,423,0,4782,3,1,0.9187319884726225,0.007042253521126761,0.918778801843318,0.013986013986013986,0.10759493670886076,1
6E,0,465,2,4791,2,0,0.9115296803652968,0,0.9111829593001141,0,0,1
7B,5,449,0,4743,5,1,0.9135208012326657,0.011013215859030838,0.9136040023090244,0.02178649237472767,0.15917602996254682,1
7C,62,412,1,4892,63,0.9841269841269841,0.9223227752639518,0.1308016877637131,0.9230482578721818,0.2309124767225326,0.7112010796221322,1
7F,73,445,0,4681,73,1,0.9131876706984003,0.14092664092664092,0.9144066166570495,0.24703891708967848,0.736061684460261,1
8,549,412,4,4321,553,0.9927667269439421,0.9129516163110079,0.5712799167533819,0.921301551267499,0.7252311756935271,0.9514731369150781,1
9A,0,466,0,4791,0,0,0.9113562868556211,0,0.9113562868556211,0,0,1
9L,13,535,0,4760,13,1,0.898961284230406,0.023722627737226276,0.8992087415222306,0.04634581105169341,0.2923280423280423,1
9N,157,442,0,4608,157,1,0.9124752475247525,0.2621035058430718,0.9151142692529287,0.41534391534391535,0.8579234972677596,1
9V,96,465,5,4729,101,0.9504950495049505,0.9104736234116289,0.1711229946524064,0.9112370160528801,0.2900302114803625,0.7496554892053283,1
