Serotype,TP,FP,FN,TN,Total,sensitivity,specificity,precision,accuracy,f1,weighted_f1,k
20B,5,700,0,3060,5,1,0.8138297872340425,0.0070921985815602835,0.8140770252324038,0.014084507042253521,0.10828025477707007,1000
20C,0,678,0,2932,0,0,0.8121883656509695,0,0.8121883656509695,0,0,1000
21,21,575,3,3239,24,0.875,0.8492396434189827,0.03523489932885906,0.8494007295466389,0.06774193548387096,0.3642857142857142,1000
22A,2,706,0,2925,2,1,0.8055632057284494,0.002824858757062147,0.8056702449766033,0.005633802816901409,0.04594594594594595,1000
22F,83,813,0,2638,83,1,0.7644161112720951,0.09263392857142858,0.7699490662139219,0.16956077630234934,0.6344424460431655,1000
23A,33,551,22,3012,55,0.6,0.845355037889419,0.05650684931506849,0.8416252072968491,0.10328638497652583,0.3831967213114754,1000
23B,15,767,62,2797,77,0.19480519480519481,0.7847923681257014,0.01918158567774936,0.7723152979950563,0.03492433061699651,0.12661370407149952,1000
23F,27,936,0,2701,27,1,0.7426450371185043,0.028037383177570093,0.7445414847161572,0.05454545454545455,0.32903225806451614,1000
24,0,914,0,2820,0,0,0.7552222817354044,0,0.7552222817354044,0,0,1000
24A,0,722,0,2944,0,0,0.8030551009274414,0,0.8030551009274414,0,0,1000
24F,0,746,0,2979,0,0,0.7997315436241611,0,0.7997315436241611,0,0,1000
25A,0,976,0,2756,0,0,0.7384780278670954,0,0.7384780278670954,0,0,1000
25F,1,877,0,2713,1,1,0.7557103064066852,0.0011389521640091116,0.7557783347257031,0.0022753128555176336,0.01901565995525727,1000
27,1,917,0,2762,1,1,0.7507474857298179,0.0010893246187363835,0.7508152173913043,0.002176278563656148,0.018201284796573878,1000
28A,0,741,2,3034,2,0,0.8037086092715232,0,0.8032830288588827,0,0,1000
28F,0,848,0,2793,0,0,0.7670969513869816,0,0.7670969513869816,0,0,1000
29,0,729,0,3042,0,0,0.8066825775656324,0,0.8066825775656324,0,0,1000
3,18,939,0,2534,18,1,0.7296285632018428,0.018808777429467086,0.7310226296190203,0.03692307692307692,0.2457831325301205,1000
31,11,926,0,2762,11,1,0.7489154013015185,0.011739594450373533,0.7496620708299541,0.023206751054852322,0.16801437556154536,1000
32,0,769,0,2857,0,0,0.7879205736348593,0,0.7879205736348593,0,0,1000
32F,0,752,0,2971,0,0,0.7980123556271824,0,0.7980123556271824,0,0,1000
33,0,593,0,2966,0,0,0.8333801629671256,0,0.8333801629671256,0,0,1000
33A,0,655,0,2999,0,0,0.8207443897099069,0,0.8207443897099069,0,0,1000
33A-33F,0,791,0,2975,0,0,0.7899628252788105,0,0.7899628252788105,0,0,1000
33B,2,566,0,3126,2,1,0.8466955579631636,0.0035211267605633804,0.8467785598267461,0.007017543859649122,0.05666666666666667,1000
33C,0,977,0,2616,0,0,0.7280823824102421,0,0.7280823824102421,0,0,1000
33D,3,755,1,2976,4,0.75,0.7976413830072366,0.00395778364116095,0.7975903614457831,0.007874015748031496,0.062043795620437964,1000
33E,0,838,0,2887,0,0,0.7750335570469798,0,0.7750335570469798,0,0,1000
33F,6,1020,0,2573,6,1,0.7161146674088505,0.005847953216374269,0.7165879410947485,0.011627906976744186,0.0909090909090909,1000
33G,0,787,0,2918,0,0,0.7875843454790823,0,0.7875843454790823,0,0,1000
34,11,841,0,2870,11,1,0.7733764483966585,0.012910798122065728,0.7740462117141322,0.025492468134414834,0.1819066147859922,1000
35A,1,751,0,2862,1,1,0.7921394962634929,0.0013297872340425532,0.792197011621472,0.0026560424966799467,0.022135416666666668,1000
35B,4,804,0,2956,4,1,0.7861702127659574,0.0049504950495049506,0.7863974495217854,0.009852216748768473,0.0779816513761468,1000
35B-35D,0,679,0,3030,0,0,0.8169317875438123,0,0.8169317875438123,0,0,1000
35C,0,544,0,3090,0,0,0.8503026967528894,0,0.8503026967528894,0,0,1000
35D,1,795,0,2952,1,1,0.7878302642113691,0.001256281407035176,0.7878868729989328,0.0025094102885821834,0.020935960591133004,1000
35F,2,761,0,3017,2,1,0.7985706723133933,0.002621231979030144,0.7986772486772487,0.00522875816993464,0.042767295597484274,1000
36,1,789,0,2835,1,1,0.7822847682119205,0.0012658227848101266,0.7823448275862069,0.0025284450063211127,0.021091811414392057,1000
37,1,737,0,2895,1,1,0.7970814977973568,0.0013550135501355014,0.7971373520506468,0.0027063599458728013,0.022546419098143238,1000
38,5,872,0,2862,5,1,0.7664702731655062,0.005701254275940707,0.7667825621824017,0.011337868480725623,0.08881922675026124,1000
39,0,656,0,2963,0,0,0.8187344570323294,0,0.8187344570323294,0,0,1000
39X,0,677,0,2931,0,0,0.8123614190687362,0,0.8123614190687362,0,0,1000
4,41,520,8,3231,49,0.8367346938775511,0.8613703012529992,0.07308377896613191,0.8610526315789474,0.13442622950819674,0.5182156133828997,1000
40,0,672,0,2985,0,0,0.8162428219852338,0,0.8162428219852338,0,0,1000
41F,0,756,0,2903,0,0,0.7933861710849959,0,0.7933861710849959,0,0,1000
42,0,805,0,2850,0,0,0.7797537619699042,0,0.7797537619699042,0,0,1000
45,0,867,0,2726,0,0,0.758697467297523,0,0.758697467297523,0,0,1000
46,3,922,1,2793,4,0.75,0.7518169582772544,0.003243243243243243,0.7518150040333423,0.006458557588805167,0.05156723963599596,1000
48,1,717,0,3198,1,1,0.8168582375478928,0.001392757660167131,0.8169050051072523,0.0027816411682892906,0.02316076294277929,1000
5,45,628,5,2908,50,0.9,0.8223981900452488,0.06686478454680535,0.8234802007808143,0.12448132780082988,0.5193482688391038,1000
6A,43,800,71,2854,114,0.37719298245614036,0.7810618500273673,0.051008303677342826,0.7688428874734607,0.08986415882967608,0.2740907386576678,1000
6B,63,784,21,2871,84,0.75,0.785499316005472,0.0743801652892562,0.7847017919229741,0.13533834586466167,0.48881789137380194,1000
6C,7,642,29,3064,36,0.19444444444444445,0.8267674042093902,0.01078582434514638,0.8206841261357563,0.020437956204379562,0.09714285714285714,1000
6D,2,829,0,2845,2,1,0.7743603701687534,0.0024067388688327317,0.7744831338411317,0.0048019207683073235,0.03939745075318656,1000
6E,0,603,2,3203,2,0,0.8415659485023647,0,0.8411239495798319,0,0,1000
7B,4,963,0,2621,4,1,0.7313058035714286,0.004136504653567736,0.7316053511705686,0.008238928939237899,0.06595538312318139,1000
7C,5,733,0,3116,5,1,0.8095609249155625,0.006775067750677507,0.8098079916969383,0.013458950201884255,0.1039119804400978,1000
7F,38,793,0,2843,38,1,0.7819031903190319,0.0457280385078219,0.7841589548176374,0.08745684695051785,0.4489228630993746,1000
8,216,680,0,2547,216,1,0.7892779671521537,0.24107142857142858,0.8024978216671508,0.3884892086330935,0.8437499999999999,1000
9A,0,738,0,3032,0,0,0.8042440318302387,0,0.8042440318302387,0,0,1000
9L,3,1066,8,2563,11,0.2727272727272727,0.706255166712593,0.002806361085126286,0.704945054945055,0.005555555555555556,0.04096385542168675,1000
9N,1,703,0,2811,1,1,0.7999430848036426,0.0014204545454545455,0.8,0.0028368794326241132,0.02361111111111111,1000
9V,40,667,10,3067,50,0.8,0.8213711837171933,0.056577086280056574,0.8210887949260042,0.10568031704095113,0.45122760451227606,1000
