Serotype,TP,FP,FN,TN,Total,sensitivity,specificity,precision,accuracy,f1,weighted_f1,k
2,3,518,0,3159,3,1,0.8591242861028012,0.005758157389635317,0.8592391304347826,0.011450381679389315,0.08963093145869948,1000
20,0,604,0,3099,0,0,0.8368890089116933,0,0.8368890089116933,0,0,1000
20A,0,404,0,3306,0,0,0.8911051212938005,0,0.8911051212938005,0,0,1000
20B,5,409,0,3351,5,1,0.8912234042553191,0.012077294685990338,0.8913678618857902,0.02386634844868735,0.17206477732793524,1000
20C,0,517,0,3093,0,0,0.856786703601108,0,0.856786703601108,0,0,1000
21,24,322,0,3492,24,1,0.9155742003146303,0.06936416184971098,0.9161021365294424,0.1297297297297297,0.558904109589041,1000
22A,2,378,0,3253,2,1,0.8958964472597081,0.005263157894736842,0.8959537572254336,0.010471204188481674,0.08252427184466019,1000
22F,78,488,5,2963,83,0.9397590361445783,0.8585917125470878,0.13780918727915195,0.8604980192416525,0.2403697996918336,0.7001055966209081,1000
23A,47,359,8,3204,55,0.8545454545454545,0.8992422116194219,0.11576354679802955,0.8985627418463239,0.2039045553145336,0.6213063763608087,1000
23B,61,365,16,3199,77,0.7922077922077922,0.8975869809203143,0.1431924882629108,0.8953584180170283,0.24254473161033796,0.6254523522316043,1000
23F,17,503,10,3134,27,0.6296296296296297,0.861699202639538,0.032692307692307694,0.8599890829694323,0.062157221206581355,0.30357142857142855,1000
24,0,513,0,3221,0,0,0.8626138189608998,0,0.8626138189608998,0,0,1000
24A,0,397,0,3269,0,0,0.8917075831969449,0,0.8917075831969449,0,0,1000
24F,0,404,0,3321,0,0,0.8915436241610738,0,0.8915436241610738,0,0,1000
25A,0,630,0,3102,0,0,0.8311897106109325,0,0.8311897106109325,0,0,1000
25F,1,518,0,3072,1,1,0.8557103064066852,0.0019267822736030828,0.8557504873294347,0.003846153846153846,0.03177570093457944,1000
27,1,673,0,3006,1,1,0.8170698559391139,0.001483679525222552,0.8171195652173913,0.002962962962962963,0.02463768115942029,1000
28A,0,419,2,3356,2,0,0.8890066225165563,0,0.8885358750330951,0,0,1000
28F,0,404,0,3237,0,0,0.8890414721230431,0,0.8890414721230431,0,0,1000
29,0,450,0,3321,0,0,0.8806682577565632,0,0.8806682577565632,0,0,1000
3,18,541,0,2932,18,1,0.8442268931759286,0.03220035778175313,0.8450300773417359,0.06239168110918545,0.3612750885478158,1000
31,10,614,1,3074,11,0.9090909090909091,0.8335140997830802,0.016025641025641024,0.8337388483373885,0.03149606299212598,0.21249999999999997,1000
32,0,426,0,3200,0,0,0.882515168229454,0,0.882515168229454,0,0,1000
32F,0,403,0,3320,0,0,0.8917539618587161,0,0.8917539618587161,0,0,1000
33,0,394,0,3165,0,0,0.8892947457150885,0,0.8892947457150885,0,0,1000
33A,0,408,0,3246,0,0,0.8883415435139573,0,0.8883415435139573,0,0,1000
33A-33F,0,313,0,3453,0,0,0.9168879447689856,0,0.9168879447689856,0,0,1000
33B,1,343,1,3349,2,0.5,0.9070964247020585,0.0029069767441860465,0.9068760151597185,0.005780346820809248,0.04521276595744681,1000
33C,0,682,0,2911,0,0,0.8101864736988589,0,0.8101864736988589,0,0,1000
33D,3,485,1,3246,4,0.75,0.870008040739748,0.006147540983606557,0.8698795180722891,0.012195121951219511,0.09239130434782608,1000
33E,0,481,0,3244,0,0,0.8708724832214765,0,0.8708724832214765,0,0,1000
33F,3,840,3,2753,6,0.5,0.7662120790425828,0.0035587188612099642,0.765768268963601,0.007067137809187279,0.054313099041533544,1000
33G,0,424,0,3281,0,0,0.8855600539811066,0,0.8855600539811066,0,0,1000
34,11,435,0,3276,11,1,0.8827809215844786,0.02466367713004484,0.8831273508866201,0.04814004376367615,0.30064308681672025,1000
35A,1,460,0,3153,1,1,0.8726819817326321,0.0021691973969631237,0.8727172108467073,0.004329004329004329,0.03563941299790357,1000
35B,2,357,2,3403,4,0.5,0.9050531914893617,0.005571030640668524,0.9046227417640808,0.011019283746556474,0.08037825059101655,1000
35B-35D,0,459,0,3250,0,0,0.8762469668374225,0,0.8762469668374225,0,0,1000
35C,0,348,0,3286,0,0,0.9042377545404513,0,0.9042377545404513,0,0,1000
35D,1,437,0,3310,1,1,0.8833733653589538,0.00228310502283105,0.8834044823906083,0.004555808656036446,0.037444933920704845,1000
35F,2,522,0,3256,2,1,0.8618316569613552,0.003816793893129771,0.861904761904762,0.0076045627376425855,0.06115107913669064,1000
36,1,462,0,3162,1,1,0.8725165562913907,0.0021598272138228943,0.872551724137931,0.004310344827586208,0.03549060542797495,1000
37,1,354,0,3278,1,1,0.9025330396475771,0.0028169014084507044,0.902559867877787,0.005617977528089888,0.04582210242587602,1000
38,5,506,0,3228,5,1,0.8644884841992502,0.009784735812133072,0.8646696977801551,0.01937984496124031,0.14382402707275804,1000
39,0,473,0,3146,0,0,0.8693009118541033,0,0.8693009118541033,0,0,1000
39X,0,436,0,3172,0,0,0.8791574279379157,0,0.8791574279379157,0,0,1000
4,40,418,9,3333,49,0.8163265306122449,0.8885630498533724,0.08733624454148471,0.8876315789473684,0.15779092702169625,0.5475040257648954,1000
40,0,424,0,3233,0,0,0.8840579710144928,0,0.8840579710144928,0,0,1000
41F,0,391,0,3268,0,0,0.8931402022410495,0,0.8931402022410495,0,0,1000
42,0,491,0,3164,0,0,0.8656634746922025,0,0.8656634746922025,0,0,1000
45,0,475,0,3118,0,0,0.867798497077651,0,0.867798497077651,0,0,1000
46,3,510,1,3205,4,0.75,0.8627187079407806,0.005847953216374269,0.8625974724388277,0.01160541586073501,0.08838821490467937,1000
48,1,373,0,3542,1,1,0.9047254150702426,0.00267379679144385,0.9047497446373851,0.005333333333333333,0.04358974358974359,1000
5,49,438,1,3098,50,0.98,0.876131221719457,0.10061601642710473,0.877579475738985,0.1824953445065177,0.6472416472416472,1000
6A,33,525,81,3129,114,0.2894736842105263,0.8563218390804598,0.05913978494623656,0.839171974522293,0.09821428571428573,0.23551637279596982,1000
6B,63,453,21,3202,84,0.75,0.8760601915184678,0.12209302325581395,0.8732281358652046,0.21,0.5758064516129032,1000
6C,6,390,30,3316,36,0.16666666666666666,0.8947652455477604,0.015151515151515152,0.8877605558524853,0.027777777777777776,0.10493827160493828,1000
6D,0,545,2,3129,2,0,0.851660315732172,0,0.8511969532100109,0,0,1000
6E,0,324,2,3482,2,0,0.9148712559117184,0,0.914390756302521,0,0,1000
7B,4,571,0,3013,4,1,0.8406808035714286,0.006956521739130435,0.8408584169453734,0.013816925734024179,0.10641627543035995,1000
7C,4,471,1,3378,5,0.8,0.877630553390491,0.008421052631578947,0.8775298391281785,0.016666666666666666,0.12252252252252252,1000
7F,38,438,0,3198,38,1,0.8795379537953796,0.07983193277310924,0.8807838867719108,0.14785992217898833,0.595940959409594,1000
8,214,381,2,2846,216,0.9907407407407407,0.8819336845367214,0.3596638655462185,0.8887598024978217,0.5277435265104808,0.8980498642310542,1000
9A,0,408,0,3362,0,0,0.8917771883289125,0,0.8917771883289125,0,0,1000
9L,6,648,5,2981,11,0.5454545454545454,0.8214384127858915,0.009174311926605505,0.8206043956043956,0.01804511278195489,0.12289156626506025,1000
9N,0,390,1,3124,1,0,0.8890153671030165,0,0.8887624466571835,0,0,1000
9V,50,449,0,3285,50,1,0.8797536154258169,0.10020040080160321,0.8813424947145877,0.18214936247723132,0.6543494996150886,1000
