Serotype,TP,FP,FN,TN,Total,sensitivity,specificity,precision,accuracy,f1,weighted_f1,k
3,36,693,0,3798,36,1,0.845691382765531,0.04938271604938271,0.8469184890656064,0.09411764705882353,0.4689655172413793,100
31,16,848,6,3906,22,0.7272727272727273,0.8216238956668069,0.018518518518518517,0.8211892797319933,0.03611738148984198,0.22368421052631576,100
32,0,676,0,3939,0,0,0.8535211267605634,0,0.8535211267605634,0,0,100
32F,0,685,0,4135,0,0,0.8578838174273858,0,0.8578838174273858,0,0,100
33,0,664,0,4066,0,0,0.8596194503171247,0,0.8596194503171247,0,0,100
33A,0,687,0,4100,0,0,0.8564863171088364,0,0.8564863171088364,0,0,100
33A-33F,0,694,0,4149,0,0,0.8567003923188107,0,0.8567003923188107,0,0,100
33B,1,704,0,4144,1,1,0.8547854785478548,0.0014184397163120568,0.8548154258610022,0.0028328611898017003,0.023578363384188627,100
33C,0,878,0,3839,0,0,0.8138647445410219,0,0.8138647445410219,0,0,100
33D,3,680,2,4099,5,0.6,0.8577108181627956,0.004392386530014641,0.8574414715719063,0.00872093023255814,0.06684141546526867,100
33E,0,711,0,4094,0,0,0.8520291363163371,0,0.8520291363163371,0,0,100
33F,15,752,0,3907,15,1,0.83859197252629325,0.01955671447196871,0.8391099700470689,0.03836317135549873,0.253227408142999,100
33G,0,702,0,4103,0,0,0.8539021852237253,0,0.8539021852237253,0,0,100
34,13,765,0,4034,13,1,0.8405917899562408,0.016709511568123392,0.8410224438902744,0.03286978508217445,0.22413793103448273,100
35A,0,695,0,4077,0,0,0.8543587594300084,0,0.8543587594300084,0,0,100
35B,11,635,1,4183,12,0.9166666666666666,0.8682025736820257,0.017027863777089782,0.8683229813664596,0.03343465045592705,0.2231503579952267,100
35B-35D,0,845,0,3952,0,0,0.8238482384823849,0,0.8238482384823849,0,0,100
35C,0,742,0,4112,0,0,0.8471363823650597,0,0.8471363823650597,0,0,100
35D,0,766,4,4042,4,0,0.8406821963394343,0,0.8399833748960931,0,0,100
35F,4,692,0,4107,4,1,0.8558032923525735,0.005747126436781609,0.8559233812200708,0.011428571428571429,0.08947368421052632,100
36,0,778,0,4058,0,0,0.8391232423490488,0,0.8391232423490488,0,0,100
37,1,681,0,4164,1,1,0.8594427244582044,0.001466275659824047,0.8594717292612464,0.0029282576866764276,0.024355300859598854,100
38,3,725,0,4011,3,1,0.8469172297297297,0.004120879120879121,0.8470141380037983,0.008207934336525308,0.06572164948453608,100
39,1,679,0,4071,1,1,0.8570526315789474,0.0014705882352941176,0.8570827194274889,0.002936857562408223,0.024425287356321844,100
39X,0,716,0,4055,0,0,0.8499266401173758,0,0.8499266401173758,0,0,100
4,41,691,9,4168,50,0.82,0.8577896686561021,0.056010928961748634,0.8574047667549399,0.10485933503836316,0.45496083550913835,100
40,4,693,0,4066,4,1,0.8543811725152343,0.005738880918220947,0.8545034642032333,0.011412268188302424,0.08935611038107753,100
41F,0,702,0,4110,0,0,0.8541147132169576,0,0.8541147132169576,0,0,100
42,0,685,0,4031,0,0,0.8547497879558948,0,0.8547497879558948,0,0,100
45,2,705,0,3924,2,1,0.847699287103046,0.002828854314002829,0.8477650615417837,0.005641748942172073,0.04600811907983762,100
46,3,751,1,4061,4,0.75,0.8439318370739817,0.003978779840848806,0.8438538205980066,0.0079155672823219,0.06234718826405868,100
48,1,774,1,4184,2,0.5,0.8438886647841872,0.0012903225806451613,0.84375,0.002574002574002574,0.021065675340768277,100
5,51,688,0,3974,51,1,0.8524238524238524,0.06901217861975643,0.854020793549756,0.12911392405063293,0.5575562700964629,100
6A,119,722,3,3970,122,0.9754098360655737,0.8461210571184996,0.14149821640903687,0.8493975903614458,0.24714434060228452,0.7243107769423558,100
6B,64,686,24,3985,88,0.7272727272727273,0.8531363733675872,0.08533333333333333,0.8508089934860265,0.15274463007159902,0.5041705282669138,100
6C,13,648,18,4114,31,0.41935483870967744,0.863922721545569,0.019667170953101363,0.8610473607344044,0.03757225433526012,0.1910112359550562,100
6D,2,682,0,4050,2,1,0.8558748943364328,0.0029239766081871343,0.8559357836924377,0.005830903790087463,0.04748603351955307,100
6E,0,604,2,4289,2,0,0.876558348661353,0,0.8762002042900919,0,0,100
7B,5,688,0,3981,5,1,0.8526451060184194,0.007215007215007215,0.8528027385537014,0.014326647564469913,0.10996119016817593,100
7C,8,670,0,4139,8,1,0.8606778956123934,0.011799410029498525,0.8609092796346274,0.023323615160349854,0.1687344913151365,100
7F,35,700,0,4020,35,1,0.8516949152542372,0.047619047619047616,0.8527865404837014,0.0909090909090909,0.4594594594594595,100
8,370,653,3,3611,373,0.9919571045576407,0.8468574108818011,0.3616813294232649,0.8585292214794048,0.5300859598853869,0.8997282219997139,100
9A,0,676,0,4132,0,0,0.8594009983361065,0,0.8594009983361065,0,0,100
9L,10,813,0,3983,10,1,0.8304837364470392,0.012150668286755772,0.8308364544319601,0.024009603841536616,0.17293997965412003,100
9N,109,665,1,3903,110,0.990909090909091,0.8544220665499125,0.14082687338501293,0.857631466438649,0.246606334841629,0.7312549329123915,100
9V,45,647,0,4103,45,1,0.8637894736842106,0.06502890173410404,0.8650677789363921,0.12211668928086837,0.5417847025495751,100
