Serotype,TP,FP,FN,TN,Total,sensitivity,specificity,precision,accuracy,f1,weighted_f1,k
33B,1,861,0,3987,1,1,0.8224009900990099,0.001160092807424594,0.8224376160032997,0.0023174971031286206,0.019362186788154895,100
33C,0,946,0,3771,0,0,0.7994488022047912,0,0.7994488022047912,0,0,100
33D,5,827,0,3952,5,1,0.8269512450303411,0.006009615384615385,0.8271321070234113,0.011947431302270013,0.09320175438596491,100
33E,0,854,0,3951,0,0,0.8222684703433923,0,0.8222684703433923,0,0,100
33F,15,872,0,3787,15,1,0.8128353723975102,0.016910935738444193,0.8134360290971331,0.03325942350332594,0.22626441881100265,100
33G,0,886,0,3919,0,0,0.8156087408949011,0,0.8156087408949011,0,0,100
34,13,950,0,3849,13,1,0.8020420921025213,0.013499480789200415,0.8025768911055694,0.02663934426229508,0.1887275832621691,100
35A,0,826,0,3946,0,0,0.8269069572506287,0,0.8269069572506287,0,0,100
35B,12,824,0,3994,12,1,0.8289746782897468,0.014354066985645933,0.829399585921325,0.02830188679245283,0.19844357976653695,100
35B-35D,0,955,0,3842,0,0,0.8009172399416302,0,0.8009172399416302,0,0,100
35C,0,892,0,3962,0,0,0.8162340337865678,0,0.8162340337865678,0,0,100
35D,0,924,4,3884,4,0,0.8078202995008319,0,0.8071487946799667,0,0,100
35F,4,811,0,3988,4,1,0.8310064596790998,0.0049079754601227,0.8311471996668749,0.009768009768009768,0.07736063708759955,100
36,0,929,0,3907,0,0,0.8078990901571547,0,0.8078990901571547,0,0,100
37,0,856,1,3989,1,0,0.8233230134158926,0,0.8231531159719356,0,0,100
38,3,896,0,3840,3,1,0.8108108108108109,0.0033370411568409346,0.810930576070901,0.0066518847006651885,0.05385427666314679,100
39,1,839,0,3911,1,1,0.8233684210526315,0.0011904761904761906,0.8234055988213008,0.0023781212841854937,0.019859813084112152,100
39X,0,849,0,3922,0,0,0.8220498847201845,0,0.8220498847201845,0,0,100
4,44,853,6,4006,50,0.88,0.8244494752006586,0.04905239687848383,0.8250152780607048,0.09292502639915522,0.440777843252799,100
40,4,854,0,3905,4,1,0.8205505358268543,0.004662004662004662,0.8207012387150955,0.009280742459396751,0.0737527114967462,100
41F,0,879,0,3933,0,0,0.8173316708229427,0,0.8173316708229427,0,0,100
42,0,828,0,3888,0,0,0.8244274809160306,0,0.8244274809160306,0,0,100
45,2,843,0,3786,2,1,0.8178872326636423,0.002366863905325444,0.8179658820988988,0.004722550177095632,0.0387685290763968,100
46,3,902,1,3910,4,0.75,0.8125519534497091,0.0033149171270718232,0.8125,0.006600660066006602,0.052631578947368425,100
48,2,962,0,3996,2,1,0.8059701492537313,0.002074688796680498,0.8060483870967742,0.004140786749482402,0.03413654618473895,100
5,51,824,0,3838,51,1,0.8232518232518232,0.05828571428571429,0.8251644387863357,0.11015118790496761,0.5127143701951508,100
6A,43,856,79,3836,122,0.3524590163934426,0.8175618073316283,0.047830923248053395,0.8057748234316576,0.0842311459353575,0.2564012627148369,100
6B,68,871,20,3800,88,0.7727272727272727,0.8135302932990794,0.0724174653887114,0.8127757932338726,0.13242453748782865,0.49254367277375377,100
6C,14,833,17,3929,31,0.45161290322580644,0.8250734985300294,0.01652892561983471,0.8226580429793449,0.03189066059225513,0.17721518987341772,100
6D,2,803,0,3929,2,1,0.8303043110735419,0.002484472049689441,0.8303760033798057,0.004956629491945477,0.040621266427718045,100
6E,0,827,2,4066,2,0,0.8309830369916207,0,0.8306435137895812,0,0,100
7B,0,836,5,3833,5,0,0.8209466695223817,0,0.8200684638425332,0,0,100
7C,8,871,0,3938,8,1,0.8188812642961114,0.009101251422070534,0.8191820635250155,0.018038331454340473,0.13505461767626611,100
7F,35,840,0,3880,35,1,0.8220338983050848,0.04,0.8233438485804416,0.07692307692307693,0.4146341463414634,100
8,373,751,0,3513,373,1,0.823874296435272,0.3318505338078292,0.8380418373948674,0.4983299933199733,0.8941060349689791,100
9A,0,861,0,3947,0,0,0.8209234608985025,0,0.8209234608985025,0,0,100
9L,5,1014,5,3782,10,0.5,0.7885738115095913,0.004906771344455349,0.787973366625052,0.009718172983479106,0.07209499575911789,100
9N,110,883,0,3685,110,1,0.8066987740805605,0.1107754279959718,0.81124412141941,0.19945602901178602,0.6792589901925173,100
9V,45,813,0,3937,45,1,0.8288421052631579,0.05244755244755245,0.8304483837330553,0.09966777408637874,0.48479087452471487,100
