sample_id,is_cbl,is_novel_serogroup,is_novel_energy,is_novel_openmax,serotype_confidence,novelty_confidence,openmax_pred,openmax_prob_unknown,pred_genogroup,pred_argmax
SAMEA6914796#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN37512476#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN14168601#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA114490245#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN20408815#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA104154627#4,True,False,False,False,1.0,-13.901,3,0.005802,36,3
SAMEA6097767#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN20408939#7,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA2383064#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN11117414#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN09223878#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114332544#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN20332228#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA104034728#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN09224783#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA6914898#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA970261#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN20408806#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA6097663#2,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA114346218#2,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA115795301#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA115796912#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN14157744#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN14150575#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN14169210#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA114441268#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN14169050#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41768462#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA115606577#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41761158#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN14169133#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN05222839#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41761559#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN33314445#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA5084024#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN14150580#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA115795723#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41768271#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41762424#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA115606332#3,True,True,False,True,0.995,-10.65,UNKNOWN,0.836558,36,3
SAMN05222583#5,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA6914997#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA6097746#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA6097902#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA115376655#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA2238597#2,True,True,False,True,0.996,-10.854,UNKNOWN,0.682819,36,3
SAMN20398057#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA970248#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN33606608#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41759840#12,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN11117418#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41760285#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN11121036#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN09230946#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN11117145#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114479106#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA2612810#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN14169042#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN11121281#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA3145630#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN37512581#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41762106#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41394573#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41761079#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN11116964#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA114520373#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114332496#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114211902#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN20409277#8,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA114332804#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA6914850#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN09224189#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN14157771#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN09230818#5,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA1026614#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA3145749#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA6097854#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN11117028#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN33314299#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114520704#2,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN14157847#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA6097910#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114490225#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA4022992#5,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN11120841#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41762409#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA104142024#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA6098009#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114521043#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA2521480#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA4561500#2,True,False,False,False,1.0,-13.901,3,0.005802,36,3
SAMEA6098096#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41751440#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA5786022#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN05935884#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA6914995#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN33314561#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA6914825#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA115606599#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN10608846#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA2259734#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN33606275#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN09230873#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA114521255#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41768213#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN37512561#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA6097983#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA2446157#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN20398050#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41765100#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA6914891#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN05221975#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA3713937#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA115795318#5,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN33606166#6,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA2521760#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN05221893#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41765317#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA115165639#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41761369#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN20398058#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA6098153#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN20332566#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN20332300#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN05223124#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN09230626#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41760851#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41768385#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41762448#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN11121829#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA115531823#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA6098099#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN33606416#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN11122317#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA111457417#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN14168957#7,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN11122803#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN39946941#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN05222719#2,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN37512603#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN14150394#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA4930116#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN42206721#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN11121528#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN05221504#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA6098139#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA2794311#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114332545#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN05221904#2,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN14150671#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN05222106#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA4024292#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA6097837#16,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN05774327#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA111457375#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114332693#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41762432#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA115092523#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN09214327#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA6097742#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA6914980#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA4732709#4,True,False,False,False,1.0,-13.521,3,0.006642,36,3
SAMEA2342858#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA2342881#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN15562790#3,True,False,False,False,0.999,-12.661,3,0.02202,36,3
SAMN41760789#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN09214315#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN14168713#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114490328#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN20398044#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN37512490#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN14157779#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN11117266#10,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41759609#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN11116820#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA6098233#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41759746#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA3713945#2,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN20331919#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA2383192#2,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA115795410#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA111506262#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN14150884#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN05222242#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41761239#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41750819#8,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN20408906#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114520506#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN14158700#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA6097766#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114332762#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41760385#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN09218529#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN20397816#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN20409308#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN37512498#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN26502592#8,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA970300#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN33606091#21,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41394576#2,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN42206760#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41764893#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN11122397#7,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA4926941#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN20397931#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA6914946#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA3323336#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN20398290#13,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN20397814#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA114332803#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA114441943#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114489956#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN09230536#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA115794961#7,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41750820#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN14157940#17,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA2553818#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41751234#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA4023755#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA3323269#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA115795286#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41760875#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA9633457#7,True,False,False,False,1.0,-13.984,3,0.004317,36,3
SAMN33606190#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41768409#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA2336114#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN33606443#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN09214300#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41762664#7,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41765525#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN20332394#7,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN20408968#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN11121174#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN14150438#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41768332#3,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN09214297#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN09219246#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41760105#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41762038#7,True,False,False,False,1.0,-13.997,3,0.005639,35A_35C_42,3
SAMEA104035089#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN37512627#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN05935905#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA2434612#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN33606259#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA115532160#2,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA115370522#4,True,False,False,False,1.0,-13.901,3,0.005802,36,3
SAMEA115794795#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41768568#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN05222344#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41762639#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN14157858#7,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41751050#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN09231371#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN42206751#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN05223096#7,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN11121263#6,True,False,False,False,1.0,-13.997,3,0.005639,35A_35C_42,3
SAMEA2238874#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN14158674#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114229928#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN20332007#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA6097832#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN14158228#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA5866330#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA6914755#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN20408924#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41762453#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA114441643#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN14169127#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA2383266#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA111457358#2,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA2382593#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41750876#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA104035198#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41750845#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA3713924#2,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN33607468#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN20332501#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA970269#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN09231476#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN14150529#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA3431249#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41760535#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41768637#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN14158565#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN09224090#5,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN20332278#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA12364408#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA6097733#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN20332379#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA115795082#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41768408#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN14169178#6,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41790758#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN05222990#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA6098005#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41139719#10,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41790872#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN08647831#20,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN11117236#7,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41762189#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA6098020#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA115796203#3,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN11122861#4,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMN41750644#4,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA4024256#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA114552646#1,True,False,False,False,1.0,-13.875,3,0.004701,36,3
SAMEA2521464#2,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMEA6098167#1,True,False,False,False,1.0,-13.846,3,0.0052,36,3
SAMN41768370#5,True,False,False,False,1.0,-13.875,3,0.004701,36,3
