Serotype,TP,FP,FN,TN,Total,sensitivity,specificity,precision,accuracy,f1,weighted_f1,k
18F,2,1554,0,3047,2,1,0.6622473375353184,0.0012853470437017994,0.6623940908103411,0.0025673940949935813,0.02141057934508816,500
19A,224,1279,10,3083,234,0.9572649572649573,0.7067858780375974,0.1490352628077179,0.7195387293298521,0.257915947035118,0.7257480465027634,500
19B,3,1423,0,3074,3,1,0.6835668223259951,0.0021037868162692847,0.6837777777777778,0.004198740377886635,0.03459972862957938,500
19F,87,1537,4,2765,91,0.9560439560439561,0.6427243142724314,0.05357142857142857,0.6492146596858639,0.10145772594752188,0.4801948051948052,500
2,3,1602,0,3077,3,1,0.6576191493908955,0.001869158878504673,0.6578385305425032,0.0037313432835820895,0.030852994555353903,500
20,2,1667,0,2916,2,1,0.6362644555967707,0.0011983223487118035,0.636423118865867,0.00239377618192699,0.019988242210464437,500
20A,2,1531,0,3061,2,1,0.6665940766550522,0.001304631441617743,0.6667392250761863,0.00260586319218241,0.021725239616613417,500
20B,7,1425,0,3263,7,1,0.6960324232081911,0.004888268156424581,0.6964856230031949,0.009728978457261988,0.07707253886010362,500
20C,0,1546,0,3009,0,0,0.6605927552140505,0,0.6605927552140505,0,0,500
21,26,1194,1,3427,27,0.9629629629629629,0.7416143691841592,0.021311475409836064,0.7429001721170396,0.04170008019246191,0.26755447941888616,500
22A,1,1449,0,3150,1,1,0.684931506849315,6.89655172413793e-4,0.685,0.0013783597518952444,0.011596180081855388,500
22F,127,1473,0,2817,127,1,0.6566433566433566,0.079375,0.666515734661535,0.1470758540822235,0.5944383259911894,500
23A,42,1414,14,3081,56,0.75,0.6854282536151279,0.028846153846153848,0.6862228081740277,0.05555555555555555,0.3035714285714285,500
23B,55,1460,21,2951,76,0.7236842105263158,0.669009294944457,0.036303630363036306,0.6699353688433252,0.06913890634820867,0.3423654339069938,500
23F,99,1533,6,2962,105,0.9428571428571428,0.6589543937708565,0.06066176470588235,0.6654347826086957,0.1139896373056995,0.5081521739130435,500
24,0,1679,0,2914,0,0,0.6344437187023731,0,0.6344437187023731,0,0,500
24A,0,1406,1,3103,1,0,0.6881791971612331,0,0.6880266075388026,0,0,500
24F,2,1379,0,3106,2,1,0.692530657748049,0.001448225923244026,0.6926677067082684,0.0028922631959508315,0.024062278839348906,500
25A,0,1662,0,3003,0,0,0.6437299035369775,0,0.6437299035369775,0,0,500
25F,1,1578,6,3029,7,0.14285714285714285,0.6574777512481007,6.333122229259025e-4,0.6566970091027308,0.0012610340479192938,0.010053222945002957,500
27,1,1594,0,2963,1,1,0.6502084704849682,6.269592476489029e-4,0.6502852128126371,0.0012531328320802006,0.010552451893234017,500
28A,3,1437,0,3159,3,1,0.6873368146214099,0.0020833333333333333,0.6875407697325505,0.004158004158004157,0.034274193548387094,500
28F,0,1472,0,3072,0,0,0.676056338028169,0,0.676056338028169,0,0,500
29,1,1479,0,3178,1,1,0.6824135709684346,6.756756756756757e-4,0.6824817518248175,0.0013504388926401081,0.011363636363636366,500
3,37,1600,0,2688,37,1,0.6268656716417911,0.022602321319486866,0.63005780346820806,0.04420549581839905,0.2821893225661732,500
31,8,1709,6,2898,14,0.5714285714285714,0.6290427610158454,0.004659289458357601,0.6288682103440814,0.009243212016175622,0.0700669757856775,500
32,0,1408,0,3068,0,0,0.6854334226988382,0,0.6854334226988382,0,0,500
32F,0,1445,0,3168,0,0,0.6867548233253847,0,0.6867548233253847,0,0,500
33,0,1396,0,3145,0,0,0.6925787271526096,0,0.6925787271526096,0,0,500
33A,0,1389,0,3193,0,0,0.6968572675687472,0,0.6968572675687472,0,0,500
33A-33F,0,1410,0,3214,0,0,0.6950692041522492,0,0.6950692041522492,0,0,500
33B,1,1368,0,3317,1,1,0.7080042689434365,7.304601899196494e-4,0.708066581306018,0.0014598540145985403,0.012274368231046932,500
33C,0,1709,0,2852,0,0,0.6253014689761017,0,0.6253014689761017,0,0,500
33D,7,1419,0,3205,7,1,0.6931228373702422,0.004908835904628331,0.6935866983372921,0.009769713886950453,0.07737321196358908,500
33E,0,1428,0,3205,0,0,0.6917763867904165,0,0.6917763867904165,0,0,500
33F,8,1499,0,2926,8,1,0.6612429378531074,0.0053085600530856005,0.6618542747575006,0.010561056105610561,0.08318042813455657,500
33G,0,1589,0,2998,0,0,0.6535862219315457,0,0.6535862219315457,0,0,500
34,16,1558,0,3092,16,1,0.6649462365591398,0.010165184243964422,0.6660951564509215,0.02012578616352201,0.14863387978142076,500
35A,1,1436,0,3150,1,1,0.6868730920191888,6.958942240779402e-4,0.6869413560061042,0.0013908205841446453,0.011699931176875431,500
35B,4,1317,1,3324,5,0.8,0.7162249515190692,0.003028009084027252,0.7163151097718468,0.006033182503770739,0.04853675945753033,500
35B-35D,0,1627,0,2975,0,0,0.646458061712299,0,0.646458061712299,0,0,500
35C,0,1340,0,3322,0,0,0.7125697125697126,0,0.7125697125697126,0,0,500
35D,1,1552,3,3032,4,0.25,0.6614310645724258,6.43915003219575e-4,0.6610723626852659,0.0012845215157353885,0.010513296227581941,500
35F,5,1446,0,3275,5,1,0.6937089599661089,0.0034458993797381117,0.694033008887008,0.006868131868131868,0.055519268451992156,500
36,0,1629,0,2980,0,0,0.6465610761553482,0,0.6465610761553482,0,0,500
37,1,1500,1,3173,2,0.5,0.6790070618446394,6.662225183211193e-4,0.6789304812834225,0.001330671989354624,0.011089367253750817,500
38,1,1504,0,3075,1,1,0.6715440052413191,6.64451827242525e-4,0.6716157205240174,0.0013280212483399736,0.011176857330703486,500
39,1,1443,0,3144,1,1,0.6854153041203401,6.925207756232687e-4,0.6854838709677419,0.0013840830449826991,0.011643835616438357,500
39X,0,1447,0,3107,0,0,0.6822573561703996,0,0.6822573561703996,0,0,500
4,41,1389,7,3255,48,0.8541666666666666,0.7009043927648578,0.028671328671328673,0.7024722932651322,0.05548037889039242,0.31710646041856233,500
40,4,1483,0,3006,4,1,0.6696368901759857,0.0026899798251513113,0.6699310037836634,0.005365526492287055,0.04384268214055448,500
41F,0,1425,0,3231,0,0,0.6939432989690721,0,0.6939432989690721,0,0,500
42,0,1489,0,3093,0,0,0.6750327367961588,0,0.6750327367961588,0,0,500
45,0,1553,0,2936,0,0,0.6540432167520606,0,0.6540432167520606,0,0,500
46,3,1544,1,3138,4,0.75,0.6702263989747971,0.0019392372333548805,0.6702944942381562,0.0038684719535783366,0.03165735567970205,500
48,1,1441,0,3303,1,1,0.696247892074199,6.934812760055479e-4,0.6963119072708114,0.001386001386001386,0.011659807956104253,500
5,53,1271,0,3139,53,1,0.7117913832199546,0.04003021148036254,0.7152139816267085,0.07697893972403776,0.4148250460405157,500
6A,44,1447,78,3066,122,0.36065573770491804,0.6793707068468867,0.029510395707578806,0.6709816612729234,0.05455672659640422,0.21725239616613418,500
6B,64,1531,22,2945,86,0.7441860465116279,0.6579535299374442,0.04012539184952978,0.6595791319596668,0.0761451516954194,0.3662066644227533,500
6C,12,1314,21,3214,33,0.36363636363636365,0.7098056537102474,0.00904977375565611,0.7073010304757729,0.017660044150110375,0.11003236245954691,500
6D,2,1520,0,3017,2,1,0.6649768569539343,0.001314060446780552,0.6651244767569949,0.0026246719160104987,0.02187902187902188,500
6E,0,1218,2,3429,2,0,0.737895416397676,0,0.7375779737577973,0,0,500
7B,5,1562,0,2897,5,1,0.6496972415339762,0.003190810465858328,0.650089605734767,0.0063613231552162855,0.05160898603521555,500
7C,5,1447,3,3221,8,0.625,0.6900171379605827,0.003443526170798898,0.6899059024807528,0.006849315068493151,0.053797468354430375,500
7F,46,1389,0,3124,46,1,0.6922224684245513,0.03205574912891986,0.6953279227900856,0.062120189061444966,0.3602026715799171,500
8,261,1463,0,2684,261,1,0.6472148541114059,0.1513921113689095,0.6681034482758621,0.26297229219143575,0.7520338983050848,500
9A,0,1377,0,3263,0,0,0.7032327586206897,0,0.7032327586206897,0,0,500
9L,6,1737,6,2841,12,0.5,0.6205766710353866,0.0034423407917383822,0.6202614379084967,0.0068376068376068385,0.05271317829457364,500
9N,7,1452,0,2961,7,1,0.6709721278042148,0.004797806716929404,0.6714932126696832,0.009549795361527967,0.07574793125397836,500
9V,53,1275,0,3301,53,1,0.7213723776223776,0.039909638554216864,0.7245625405055087,0.07675597393193338,0.41406249999999994,500
