Serotype,TP,FP,FN,TN,Total,sensitivity,specificity,precision,accuracy,f1,weighted_f1,k
23A,56,364,1,4490,57,0.9824561403508771,0.9250103007828595,0.13333333333333333,0.9256770515170026,0.23480083857442346,0.7147147147147146,5
23B,69,378,2,4365,71,0.971830985915493,0.920303605313093,0.15436241610738255,0.9210635646032406,0.2664092664092664,0.7409981048641819,5
23F,118,374,0,4463,118,1,0.9226793467025015,0.23983739837398374,0.9245206861755803,0.38688524590163936,0.8428571428571427,5
24,0,428,0,4601,0,0,0.9148936170212766,0,0.9148936170212766,0,0,5
24A,2,408,1,4458,3,0.6666666666666666,0.9161528976572133,0.004878048780487805,0.9159991784760732,0.009685230024213076,0.07423580786026202,5
24F,46,427,1,4468,47,0.9787234042553191,0.9127681307456589,0.09725158562367865,0.9133953864832052,0.1769230769230769,0.6383673469387755,5
25A,1,452,0,4603,1,1,0.9105835806132542,0.002207505518763797,0.9106012658227848,0.004405286343612334,0.03624733475479744,5
25F,9,424,0,4553,9,1,0.9148081173397629,0.020785219399538105,0.9149618933012434,0.04072398190045248,0.2651646447140381,5
27,5,406,0,4575,5,1,0.9184902629993977,0.012165450121654502,0.9185720016044926,0.024038461538461536,0.17311608961303465,5
28A,5,349,1,4602,6,0.8333333333333334,0.9295091900626136,0.014124293785310734,0.9293927778898528,0.027777777777777776,0.18888888888888888,5
28F,6,410,0,4480,6,1,0.9161554192229039,0.014423076923076924,0.9162581699346405,0.028436018957345974,0.19921875,5
29,6,380,0,4698,6,1,0.9251673887357227,0.015544041450777202,0.925255704169945,0.030612244897959183,0.21161825726141079,5
3,9,407,0,4293,9,1,0.9134042553191489,0.021634615384615384,0.9135697600339775,0.042352941176470586,0.2732142857142857,5
31,22,425,0,4497,22,1,0.9136529865908167,0.049217002237136466,0.9140372168284789,0.09381663113006396,0.46808510638297873,5
32,0,396,0,4416,0,0,0.9177057356608479,0,0.9177057356608479,0,0,5
32F,0,391,0,4582,0,0,0.9213754273074602,0,0.9213754273074602,0,0,5
33,0,389,0,4564,0,0,0.9214617403593781,0,0.9214617403593781,0,0,5
33A,0,409,0,4509,0,0,0.9168361122407482,0,0.9168361122407482,0,0,5
33A-33F,0,412,0,4566,0,0,0.9172358376858176,0,0.9172358376858176,0,0,5
33B,4,459,3,4519,7,0.5714285714285714,0.9077942948975493,0.008639308855291577,0.9073219658976931,0.01702127659574468,0.11826086956521739,5
33C,0,443,0,4524,0,0,0.9108113549426213,0,0.9108113549426213,0,0,5
33D,11,427,0,4496,11,1,0.9132642697542149,0.02511415525114155,0.9134576408593433,0.04899777282850779,0.30456026058631924,5
33E,0,412,0,4567,0,0,0.9172524603334002,0,0.9172524603334002,0,0,5
33F,55,392,0,4478,55,1,0.9195071868583162,0.12304250559284116,0.9204060913705584,0.2191235059760956,0.7045968349660889,5
33G,0,423,0,4581,0,0,0.9154676258992805,0,0.9154676258992805,0,0,5
34,19,462,0,4527,19,1,0.9073962717979555,0.0395010395010395,0.9077476038338658,0.076,0.4114649681528663,5
35A,2,433,0,4485,2,1,0.911956079707198,0.004597701149425287,0.9119918699186992,0.009153318077803202,0.0728051391862955,5
35B,31,420,49,4548,80,0.3875,0.9154589371980676,0.06873614190687362,0.9070919175911252,0.11676082862523542,0.30444829578278454,5
35B-35D,0,427,0,4531,0,0,0.9138765631302945,0,0.9138765631302945,0,0,5
35C,0,415,0,4580,0,0,0.9169169169169169,0,0.9169169169169169,0,0,5
35D,0,444,4,4554,4,0,0.9111644657863145,0,0.9104358256697321,0,0,5
35F,8,390,0,4571,8,1,0.9213868171739569,0.020100502512562814,0.9215133829744415,0.03940886699507389,0.2585551330798479,5
36,0,471,0,4523,0,0,0.9056868241890268,0,0.9056868241890268,0,0,5
37,2,411,0,4583,2,1,0.9177012414897877,0.004842615012106538,0.9177341873498799,0.009638554216867469,0.07640449438202247,5
38,24,432,0,4493,24,1,0.9122842639593909,0.05263157894736842,0.9127096383107699,0.1,0.48571428571428565,5
39,2,414,0,4521,2,1,0.9161094224924012,0.004807692307692308,0.9161434069272838,0.009569377990430623,0.07589285714285715,5
39X,0,423,0,4508,0,0,0.9142161833299534,0,0.9142161833299534,0,0,5
4,55,373,1,4623,56,0.9821428571428571,0.9253402722177743,0.12850467289719625,0.9259699129057799,0.22727272727272724,0.7061933534743201,5
40,0,395,0,4499,0,0,0.9192889252145484,0,0.9192889252145484,0,0,5
41F,0,395,0,4593,0,0,0.9208099438652767,0,0.9208099438652767,0,0,5
42,0,371,0,4521,0,0,0.9241618969746525,0,0.9241618969746525,0,0,5
45,1,406,0,4419,1,1,0.9158549222797927,0.002457002457002457,0.9158723580605056,0.004901960784313725,0.04018912529550827,5
46,4,406,1,4576,5,0.8,0.918506623845845,0.00975609756097561,0.9183878083015841,0.019277108433734938,0.13877551020408163,5
48,1,461,0,4683,1,1,0.9103810264385692,0.0021645021645021645,0.9103984450923226,0.004319654427645788,0.03556485355648536,5
5,44,411,0,4410,44,1,0.9147479775980087,0.0967032967032967,0.9155190133607399,0.17635270541082163,0.645383951682485,5
6A,124,373,7,4528,131,0.9465648854961832,0.9238930830442766,0.24949698189134809,0.924483306836248,0.3949044585987261,0.8129579637485538,5
6B,109,415,20,4445,129,0.8449612403100775,0.9146090534979424,0.20801526717557253,0.9128081779915814,0.333843797856049,0.7159969088098918,5
6C,41,393,1,4523,42,0.9761904761904762,0.9200569568755086,0.0944700460829493,0.9205324727712787,0.17226890756302518,0.6301989150090416,5
6D,2,394,0,4555,2,1,0.9203879571630632,0.005050505050505051,0.9204201171480509,0.010050251256281409,0.07943925233644861,5
6E,0,413,2,4628,2,0,0.9180718111485816,0,0.9177077136625025,0,0,5
7B,5,387,0,4497,5,1,0.9207616707616708,0.012755102040816327,0.92084270812027,0.02518891687657431,0.18008474576271186,5
7C,38,393,1,4646,39,0.9743589743589743,0.9220083349871007,0.08816705336426914,0.9224103977944073,0.16170212765957445,0.6123222748815166,5
7F,51,396,0,4486,51,1,0.9188857025809095,0.11409395973154363,0.9197243056963308,0.20481927710843376,0.6864608076009501,5
8,208,352,1,4097,209,0.9952153110047847,0.9208810968757024,0.37142857142857144,0.9242164018892228,0.540962288686606,0.9057377049180328,5
9A,0,386,0,4603,0,0,0.922629785528162,0,0.922629785528162,0,0,5
9L,9,413,1,4582,10,0.9,0.9173173173173174,0.02132701421800948,0.9172827172827173,0.041666666666666664,0.26288659793814434,5
9N,114,409,0,4419,114,1,0.9152858326429163,0.2179732313575526,0.9172399838122218,0.3579277864992151,0.8257349808265871,5
9V,35,456,14,4490,49,0.7142857142857143,0.9078042862919531,0.07128309572301425,0.9059059059059059,0.12962962962962962,0.4666666666666667,5
