nn_serotype,auc,threshold,sensitivity,specificity,k
22A,0.5174993765067759,0.40291441043111303,0.7391304347826086,0.4347992351816444,50
7B,0.9809970195910339,0.06713443730556307,0.9787234042553191,0.9675909254591285,50
18B,0.9682539682539684,0.3817376783638189,0.875,0.9920634920634921,50
2,0.9763993948562784,0.3134325018894828,1,0.9542360060514372,50
24,0.6270013465426781,1.1064334402865499e-4,0.9937759336099585,0.4303153611393693,50
27,0.8858290304073406,0.541524625755774,1,0.825588066551922,50
11B,0.4359250355805922,0.31682996327867624,0.9787234042553191,0.24704890387858347,50
39,0.030303030303030304,0.29297280080621074,1,0.030303030303030304,50
33,0.9796949733778543,0.2185501547786582,1,0.9740998104864181,50
37,0.37010159651669083,0.3412632325905575,1,0.36574746008708275,50
10F,0.6270899614160879,0.458908497737084,0.9818181818181818,0.5457930007446017,50
35D,0.9642208970702619,0.5255762728119507,0.9883040935672515,0.9458128078817734,50
25F,0.3011403881569612,0.15940248556979797,1,0.15837937384898712,50
25A,1,0.18624154543090843,1,1,50
6E,0.7419282739002342,0.09539144040631924,0.998272884283247,0.6941176470588235,50
